model,framework,query_idx,final_pass,delivered,artifact_delivered,official_delivered,tokens,cost_usd,runtime_seconds,failure_reason
deepseek,stigmergiagentic_c3,137,False,True,True,True,19754,0.0041593,0.0,ok
deepseek,stigmergiagentic_c3,138,False,True,True,True,19424,0.0038950600000000005,0.0,ok
deepseek,stigmergiagentic_c3,139,False,True,True,True,24450,0.006500100000000001,0.0,ok
deepseek,stigmergiagentic_c3,140,False,True,True,True,32583,0.006942120000000001,0.0,ok
deepseek,stigmergiagentic_c3,141,False,True,True,True,33140,0.00782206,0.0,ok
deepseek,stigmergiagentic_c3,142,False,False,True,False,16607,0.0036207,0.0,ok
deepseek,stigmergiagentic_c3,143,False,True,True,True,25582,0.006588060000000001,0.0,ok
deepseek,stigmergiagentic_c3,144,False,True,True,True,24104,0.006407340000000001,0.0,ok
deepseek,stigmergiagentic_c3,145,True,True,True,True,13975,0.0035315800000000003,0.0,ok
deepseek,stigmergiagentic_c3,146,False,False,True,False,14124,0.0034391400000000003,0.0,ok
deepseek,stigmergiagentic_c3,147,False,True,True,True,27112,0.006915139999999999,0.0,ok
deepseek,stigmergiagentic_c3,148,False,False,True,False,12011,0.00312026,0.0,ok
deepseek,stigmergiagentic_c3,149,False,True,True,True,30010,0.0073982200000000005,0.0,ok
deepseek,stigmergiagentic_c3,150,False,False,True,False,16220,0.00356374,0.0,ok
deepseek,stigmergiagentic_c3,151,False,True,True,True,27394,0.006972320000000001,0.0,ok
deepseek,stigmergiagentic_c3,152,False,False,True,False,22804,0.0061699500000000004,0.0,ok
deepseek,stigmergiagentic_c3,153,False,True,True,True,33720,0.00719734,0.0,ok
deepseek,stigmergiagentic_c3,154,True,True,True,True,14072,0.00347276,0.0,ok
deepseek,stigmergiagentic_c3,155,False,True,True,True,28060,0.006913140000000002,0.0,ok
deepseek,stigmergiagentic_c3,156,True,True,True,True,14657,0.0035675400000000006,0.0,ok
deepseek,stigmergiagentic_c3,157,False,True,True,True,35401,0.00787964,0.0,ok
deepseek,stigmergiagentic_c3,158,False,True,True,True,33083,0.007848520000000001,0.0,ok
deepseek,stigmergiagentic_c3,159,False,True,True,True,23537,0.0062133200000000005,0.0,ok
deepseek,stigmergiagentic_c3,160,True,True,True,True,17690,0.00456288,0.0,ok
deepseek,stigmergiagentic_c3,161,False,True,True,True,36698,0.00935838,0.0,ok
deepseek,stigmergiagentic_c3,162,True,True,True,True,19569,0.004910100000000001,0.0,ok
deepseek,stigmergiagentic_c3,163,False,True,True,True,34203,0.009004640000000001,0.0,ok
deepseek,stigmergiagentic_c3,164,False,True,True,True,42306,0.010382379999999998,0.0,ok
deepseek,stigmergiagentic_c3,165,False,True,True,True,32880,0.0088953,0.0,ok
deepseek,stigmergiagentic_c3,166,False,False,True,False,29844,0.008267529999999999,0.0,ok
deepseek,stigmergiagentic_c3,167,False,False,True,False,18882,0.0047960799999999994,0.0,ok
deepseek,stigmergiagentic_c3,168,True,True,True,True,16373,0.0041318399999999995,0.0,ok
deepseek,stigmergiagentic_c3,169,False,False,True,False,21822,0.00520086,0.0,ok
deepseek,stigmergiagentic_c3,170,False,True,True,True,45614,0.01086638,0.0,ok
deepseek,stigmergiagentic_c3,171,True,True,True,True,20541,0.00498382,0.0,ok
deepseek,stigmergiagentic_c3,172,False,True,True,True,35311,0.00943996,0.0,ok
deepseek,stigmergiagentic_c3,173,True,True,True,True,16649,0.0045368000000000006,0.0,ok
deepseek,stigmergiagentic_c3,174,True,True,True,True,16894,0.00416618,0.0,ok
deepseek,stigmergiagentic_c3,175,True,True,True,True,18390,0.00437334,0.0,ok
deepseek,stigmergiagentic_c3,176,False,True,True,True,39613,0.01015254,0.0,ok
deepseek,stigmergiagentic_c3,177,True,True,True,True,20047,0.0044253800000000005,0.0,ok
deepseek,stigmergiagentic_c3,178,False,False,True,False,22010,0.00499234,0.0,ok
deepseek,stigmergiagentic_c3,179,False,True,True,True,40043,0.009319320000000002,0.0,ok
gemma,metagpt_sequential,90,True,True,True,True,18743,0.00297632,81.388,
gemma,metagpt_sequential,91,False,True,True,True,21697,0.00331774,95.2729,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,metagpt_sequential,92,False,True,True,True,18448,0.00288024,107.7738,hard:valid_cost
gemma,metagpt_sequential,93,False,True,True,True,19000,0.0029694,95.6747,commonsense:valid_transportation
gemma,metagpt_sequential,94,False,True,True,True,18206,0.00336728,123.853,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,metagpt_sequential,95,False,True,True,True,18563,0.00297298,169.6342,commonsense:valid_info_sandbox;commonsense:valid_transportation;commonsense:valid_accommodation
gemma,metagpt_sequential,96,False,True,True,True,18749,0.00278381,83.9143,commonsense:valid_info_sandbox
gemma,metagpt_sequential,97,True,True,True,True,19235,0.0029460000000000003,132.7647,
gemma,metagpt_sequential,98,True,True,True,True,9808,0.00207326,46.1228,
gemma,metagpt_sequential,99,False,True,True,True,17763,0.0032772499999999998,86.3702,hard:valid_cost
gemma,metagpt_sequential,100,True,True,True,True,11783,0.00180138,93.0036,
gemma,metagpt_sequential,101,False,True,True,True,22007,0.00356207,136.5188,hard:valid_cost
gemma,metagpt_sequential,102,False,True,True,True,22504,0.0034617700000000003,255.1809,hard:valid_cost
gemma,metagpt_sequential,103,True,True,True,True,11534,0.00178067,68.7921,
gemma,metagpt_sequential,104,False,True,True,True,23588,0.00434873,211.6758,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,metagpt_sequential,105,True,True,True,True,23422,0.0035987500000000004,118.0713,
gemma,metagpt_sequential,106,False,True,True,True,23066,0.0035867399999999997,157.7973,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,metagpt_sequential,107,False,True,True,True,24371,0.00385731,106.0452,commonsense:valid_accommodation;hard:valid_cost
gemma,metagpt_sequential,108,False,True,True,True,25226,0.00405502,171.853,commonsense:valid_transportation;hard:valid_cost
gemma,metagpt_sequential,109,False,True,True,True,26366,0.0041280399999999995,123.4785,hard:valid_cost
gemma,metagpt_sequential,110,False,True,True,True,23764,0.00373455,168.5562,commonsense:valid_transportation
gemma,metagpt_sequential,111,True,True,True,True,13048,0.00194899,69.1595,
gemma,metagpt_sequential,112,False,True,True,True,22996,0.0035577300000000003,111.9826,commonsense:valid_accommodation
gemma,metagpt_sequential,113,False,True,True,True,25387,0.00374032,96.1653,commonsense:valid_accommodation
gemma,metagpt_sequential,114,False,True,True,True,26889,0.004043639999999999,136.6869,commonsense:valid_transportation
gemma,metagpt_sequential,115,False,True,True,True,24924,0.0036891199999999997,163.2256,commonsense:valid_accommodation
gemma,metagpt_sequential,118,False,True,True,True,23975,0.00448435,373.2296,commonsense:valid_accommodation
gemma,metagpt_sequential,119,False,True,True,True,23084,0.0035813,134.6284,commonsense:valid_transportation
gemma,metagpt_sequential,120,False,True,True,True,11192,0.002114,177.9372,hard:valid_cost;hard:valid_cuisine
gemma,metagpt_sequential,121,False,True,True,True,13031,0.00197591,169.6646,hard:valid_cost
gemma,metagpt_sequential,122,False,True,True,True,13230,0.00201637,136.6552,hard:valid_cost
gemma,metagpt_sequential,123,False,True,True,True,13818,0.0024682899999999997,174.691,hard:valid_cost
gemma,metagpt_sequential,124,False,True,True,True,15463,0.00235922,157.1901,hard:valid_cost;hard:valid_cuisine
gemma,metagpt_sequential,125,False,True,True,True,12304,0.00190345,151.7461,hard:valid_cost
gemma,metagpt_sequential,126,True,True,True,True,6831,0.0014872,186.5867,
gemma,metagpt_sequential,127,False,True,True,True,14376,0.00260605,78.3758,hard:valid_cost
gemma,metagpt_sequential,128,False,True,True,True,12471,0.00182614,83.8763,hard:valid_cost
gemma,metagpt_sequential,129,False,True,True,True,11890,0.00178141,76.51,hard:valid_cost;hard:valid_cuisine
gemma,metagpt_sequential,130,False,True,True,True,15071,0.00218024,139.18,hard:valid_cost
gemma,metagpt_sequential,131,False,True,True,True,14728,0.00272444,118.7862,hard:valid_cost
gemma,metagpt_sequential,132,False,True,True,True,14257,0.00214423,79.027,hard:valid_cost
gemma,metagpt_sequential,133,False,True,True,True,14500,0.0026124,90.0331,hard:valid_cost
gemma,metagpt_sequential,134,False,True,True,True,14290,0.0022021000000000002,115.4062,hard:valid_cost
gemma,metagpt_sequential,135,False,True,True,True,15009,0.00271074,108.9624,hard:valid_cost
gemma,metagpt_sequential,136,False,True,True,True,13199,0.00238248,77.4913,hard:valid_cost
gemma,metagpt_sequential,137,False,True,True,True,12745,0.00193142,123.9795,hard:valid_cost;hard:valid_cuisine
gemma,metagpt_sequential,138,False,True,True,True,12546,0.0019096,168.6193,hard:valid_cost
gemma,metagpt_sequential,139,False,True,True,True,15422,0.00224494,196.3431,hard:valid_cost;hard:valid_cuisine
gemma,metagpt_sequential,140,False,True,True,True,20352,0.00294551,93.414,commonsense:valid_transportation;hard:valid_cost
gemma,metagpt_sequential,141,False,True,True,True,20575,0.00308996,159.6465,hard:valid_cost
gemma,metagpt_sequential,142,False,True,True,True,20616,0.00378825,150.3883,commonsense:valid_accommodation;hard:valid_room_rule
gemma,metagpt_sequential,143,False,True,True,True,16109,0.0024451000000000004,172.5879,hard:valid_cost
gemma,metagpt_sequential,144,False,True,True,True,14990,0.00246441,179.1925,hard:valid_cost
gemma,metagpt_sequential,145,True,True,True,True,9266,0.00150992,211.633,
gemma,metagpt_sequential,146,False,True,True,True,17315,0.00272818,146.0378,commonsense:valid_accommodation;hard:valid_cost
gemma,metagpt_sequential,147,False,True,True,True,16551,0.00253293,158.1881,commonsense:valid_restaurants;commonsense:valid_accommodation;hard:valid_cost
gemma,metagpt_sequential,148,False,True,True,True,15488,0.00246997,133.5069,commonsense:valid_transportation;hard:valid_cost
gemma,metagpt_sequential,149,False,True,True,True,18558,0.00282837,136.5577,hard:valid_cost
gemma,metagpt_sequential,150,False,True,True,True,20304,0.00369582,150.0943,commonsense:valid_accommodation;hard:valid_cost
gemma,metagpt_sequential,151,True,True,True,True,17107,0.00277759,124.0341,
gemma,metagpt_sequential,152,False,True,True,True,18924,0.00350598,252.7817,hard:valid_room_rule
gemma,metagpt_sequential,153,False,True,True,True,20852,0.00308498,103.3438,hard:valid_cost
gemma,metagpt_sequential,154,False,True,True,True,17565,0.0027875,136.3136,hard:valid_cost
gemma,metagpt_sequential,155,False,True,True,True,17721,0.00327635,274.1183,hard:valid_cost
gemma,metagpt_sequential,156,False,True,True,True,18234,0.00275559,152.5246,hard:valid_cost
gemma,metagpt_sequential,157,False,True,True,True,21699,0.0039558,115.6257,hard:valid_cost
gemma,metagpt_sequential,158,False,True,True,True,20611,0.00319733,267.0014,hard:valid_cost
gemma,planner_executor,90,False,True,True,True,14673,0.00213574,41.0603,commonsense:valid_accommodation
gemma,planner_executor,91,False,True,True,True,16918,0.00248535,124.8297,commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,92,False,True,True,True,14329,0.00214763,54.3921,hard:valid_cost
gemma,planner_executor,93,True,True,True,True,14745,0.00272866,40.8839,
gemma,planner_executor,94,False,True,True,True,13711,0.00203339,61.3482,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,95,False,True,True,True,14005,0.00252502,41.6398,commonsense:valid_info_sandbox;commonsense:valid_transportation;commonsense:valid_accommodation
gemma,planner_executor,96,False,True,True,True,14243,0.00255982,45.9566,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,planner_executor,97,True,True,True,True,14889,0.0022272999999999998,44.8497,
gemma,planner_executor,98,False,True,True,True,14320,0.00221618,111.8835,commonsense:valid_info_current_city
gemma,planner_executor,99,False,True,True,True,13657,0.00212388,80.4652,commonsense:valid_restaurants;hard:valid_cost;hard:valid_room_type
gemma,planner_executor,100,True,True,True,True,17519,0.0026212099999999997,52.1331,
gemma,planner_executor,101,False,True,True,True,17224,0.00271738,133.594,hard:valid_cost
gemma,planner_executor,102,False,True,True,True,17757,0.00324526,57.5912,hard:valid_cost
gemma,planner_executor,103,True,True,True,True,17161,0.0025349300000000003,62.299,
gemma,planner_executor,104,False,True,True,True,18691,0.00279828,86.5054,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,planner_executor,105,True,True,True,True,18676,0.00290454,104.2116,
gemma,planner_executor,106,False,True,True,True,18371,0.00269298,76.231,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,planner_executor,107,False,True,True,True,19380,0.00353102,102.8869,hard:valid_cost
gemma,planner_executor,108,False,True,True,True,20251,0.00300336,76.6165,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,109,False,True,True,True,21272,0.00301961,55.3589,hard:valid_cost
gemma,planner_executor,110,False,True,True,True,18647,0.0027826200000000004,100.8564,commonsense:valid_transportation
gemma,planner_executor,111,True,True,True,True,19370,0.0028753900000000002,47.9813,
gemma,planner_executor,112,False,True,True,True,18161,0.0039648999999999995,34.4637,commonsense:valid_accommodation
gemma,planner_executor,113,False,True,True,True,20396,0.00368944,87.0734,commonsense:valid_info_current_city;commonsense:valid_accommodation
gemma,planner_executor,114,False,True,True,True,21621,0.00328044,98.8764,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,planner_executor,115,False,True,True,True,19881,0.00367585,92.9923,commonsense:valid_info_current_city;commonsense:valid_accommodation
gemma,planner_executor,116,False,True,True,True,20711,0.00320556,157.8252,commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,117,False,True,True,True,17700,0.00266227,94.5881,commonsense:valid_transportation
gemma,planner_executor,118,False,True,True,True,29039,0.00504955,93.6373,commonsense:valid_accommodation
gemma,planner_executor,119,False,True,True,True,18324,0.0028591600000000003,112.381,commonsense:valid_transportation
gemma,planner_executor,120,False,True,True,True,7438,0.00130405,24.1952,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,121,False,True,True,True,9095,0.00134373,40.0118,hard:valid_cost
gemma,planner_executor,122,False,True,True,True,9615,0.00142354,43.8723,hard:valid_cost
gemma,planner_executor,123,False,True,True,True,9911,0.00141518,57.9987,hard:valid_cost
gemma,planner_executor,124,False,True,True,True,11514,0.0016728199999999998,78.0284,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,125,False,True,True,True,8756,0.00128971,86.4657,hard:valid_cost
gemma,planner_executor,126,False,True,True,True,8827,0.00167669,25.7238,hard:valid_cost
gemma,planner_executor,127,False,True,True,True,10367,0.00156552,58.6553,hard:valid_cost
gemma,planner_executor,128,False,True,True,True,8824,0.001303,58.5285,hard:valid_cost
gemma,planner_executor,129,False,True,True,True,8227,0.00122601,40.7374,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,130,False,True,True,True,11030,0.00194308,34.941,hard:valid_cost
gemma,planner_executor,131,False,True,True,True,10798,0.00159369,71.2218,hard:valid_cost
gemma,planner_executor,132,False,True,True,True,10625,0.0022963000000000003,21.7961,hard:valid_cost
gemma,planner_executor,133,False,True,True,True,10389,0.0015620999999999999,42.1752,hard:valid_cost
gemma,planner_executor,134,False,True,True,True,10380,0.00152127,33.2405,hard:valid_cost
gemma,planner_executor,135,False,True,True,True,10970,0.00187436,20.5136,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,136,False,True,True,True,9404,0.0013905599999999999,54.3917,hard:valid_cost
gemma,planner_executor,137,False,True,True,True,8892,0.0013108,85.9901,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,138,False,True,True,True,8896,0.0013403,40.2305,hard:valid_cost
gemma,planner_executor,139,False,True,True,True,11524,0.00168936,46.797,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,140,False,True,True,True,15732,0.00228717,65.0394,hard:valid_cost
gemma,planner_executor,141,False,True,True,True,16105,0.0022719,33.25,hard:valid_cost
gemma,planner_executor,142,False,True,True,True,16008,0.0024428799999999997,164.7655,hard:valid_cost;hard:valid_room_type
gemma,planner_executor,143,False,True,True,True,11799,0.0018113,66.221,hard:valid_cost
gemma,planner_executor,144,False,True,True,True,10876,0.00173454,81.7243,hard:valid_cost
gemma,planner_executor,145,True,True,True,True,13083,0.00204586,70.5521,
gemma,planner_executor,146,False,True,True,True,13168,0.0020393,82.0844,commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,147,False,True,True,True,12396,0.00180348,45.0673,commonsense:valid_restaurants;hard:valid_cost
gemma,planner_executor,148,False,True,True,True,10988,0.00214408,63.6673,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,149,False,True,True,True,14074,0.00209149,48.8175,hard:valid_cost
gemma,planner_executor,150,False,True,True,True,15636,0.0022169299999999998,44.7799,commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,151,False,True,True,True,12768,0.0020106,56.0242,hard:valid_room_rule
gemma,planner_executor,152,False,True,True,True,14571,0.00212789,95.5673,commonsense:valid_accommodation
gemma,planner_executor,153,False,True,True,True,16310,0.0029788,58.4313,hard:valid_cost
gemma,planner_executor,154,False,True,True,True,13302,0.00240998,63.178,hard:valid_cost
gemma,planner_executor,155,False,True,True,True,13243,0.00190309,47.5444,hard:valid_cost
gemma,planner_executor,156,False,True,True,True,13794,0.00204897,116.4021,hard:valid_cost
gemma,planner_executor,157,False,True,True,True,16975,0.002382,57.457,hard:valid_cost
gemma,planner_executor,158,False,True,True,True,16118,0.0024614,97.3344,hard:valid_cost
gemma,planner_executor,159,False,True,True,True,10675,0.00165762,96.1243,hard:valid_cost
gemma,planner_executor,160,True,True,True,True,16802,0.00307516,100.6657,
gemma,planner_executor,161,False,True,True,True,17503,0.0026238399999999997,103.2702,commonsense:valid_restaurants;hard:valid_cost
gemma,planner_executor,162,True,True,True,True,19007,0.00284928,69.2703,
gemma,planner_executor,163,False,True,True,True,16187,0.0029864,98.659,hard:valid_cost
gemma,planner_executor,164,False,True,True,True,21106,0.00322914,61.0535,hard:valid_cost
gemma,planner_executor,165,False,True,True,True,15303,0.00234023,84.7333,hard:valid_cost
gemma,planner_executor,166,False,True,True,True,19483,0.0035541,128.1567,hard:valid_cost
gemma,planner_executor,167,False,True,True,True,18134,0.00261392,64.4783,commonsense:valid_transportation
gemma,planner_executor,168,True,True,True,True,15307,0.0024157199999999997,97.0236,
gemma,planner_executor,169,False,True,True,True,21498,0.00313326,136.0981,commonsense:valid_accommodation
gemma,planner_executor,170,False,True,True,True,22417,0.00401322,51.2774,commonsense:valid_info_current_city;commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,171,False,True,True,True,20120,0.0036523,169.2453,commonsense:valid_info_current_city
gemma,planner_executor,172,False,True,True,True,16602,0.00250886,77.6582,hard:valid_cost
gemma,planner_executor,173,False,True,True,True,15603,0.0030259,161.9296,commonsense:valid_info_current_city
gemma,planner_executor,174,True,True,True,True,16173,0.0036102,95.2013,
gemma,planner_executor,175,False,True,True,True,17918,0.00284444,178.2541,commonsense:valid_info_current_city
gemma,planner_executor,176,False,True,True,True,18831,0.00281747,94.9388,commonsense:valid_accommodation
gemma,planner_executor,177,False,True,True,True,19811,0.00357084,61.5717,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,planner_executor,178,False,True,True,True,21810,0.00307455,53.9449,commonsense:valid_accommodation
gemma,planner_executor,179,False,True,True,True,19561,0.00289421,86.0504,hard:valid_cost
gemma,solo_cot,90,False,True,True,True,7908,0.00115179,86.08,commonsense:valid_accommodation;hard:valid_room_type
gemma,solo_cot,91,False,True,True,True,9108,0.0019638,94.5809,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,92,False,True,True,True,13472,0.0020907,269.5782,hard:valid_cost
gemma,solo_cot,93,True,True,True,True,7957,0.00113891,92.9024,
gemma,solo_cot,94,False,True,True,True,7485,0.00109005,48.286,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,95,False,True,True,True,7624,0.00110362,79.9736,commonsense:valid_info_sandbox;commonsense:valid_transportation;commonsense:valid_accommodation
gemma,solo_cot,96,False,True,True,True,7758,0.00120312,50.5134,commonsense:valid_info_sandbox
gemma,solo_cot,97,True,True,True,True,8013,0.00116169,41.0075,
gemma,solo_cot,98,True,True,True,True,7773,0.00121146,45.3257,
gemma,solo_cot,99,False,True,True,True,7408,0.00115256,31.4948,commonsense:valid_restaurants;hard:valid_cost;hard:valid_room_type
gemma,solo_cot,100,True,True,True,True,9377,0.00148568,92.0702,
gemma,solo_cot,101,False,True,True,True,9190,0.00146652,159.4406,hard:valid_cost
gemma,solo_cot,102,False,True,True,True,9508,0.00140379,47.3515,hard:valid_cost
gemma,solo_cot,103,True,True,True,True,9187,0.00148118,115.1167,
gemma,solo_cot,104,False,True,True,True,9962,0.00145506,60.641,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,solo_cot,105,False,True,True,True,9927,0.00145601,56.4452,commonsense:valid_info_sandbox
gemma,solo_cot,106,False,True,True,True,9734,0.00143492,76.1639,commonsense:valid_accommodation
gemma,solo_cot,107,False,True,True,True,10312,0.0022736,115.5302,hard:valid_cost
gemma,solo_cot,108,False,True,True,True,10737,0.00155031,64.7662,commonsense:valid_transportation;hard:valid_cost
gemma,solo_cot,109,False,True,True,True,11231,0.0017299,169.0895,hard:valid_cost
gemma,solo_cot,110,False,True,True,True,9946,0.00155234,146.6536,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,solo_cot,111,True,True,True,True,10303,0.00149114,117.1961,
gemma,solo_cot,112,False,True,True,True,9718,0.0015472,102.2072,commonsense:valid_accommodation
gemma,solo_cot,113,False,True,True,True,10837,0.00157931,61.5567,commonsense:valid_accommodation
gemma,solo_cot,114,False,True,True,True,11458,0.00164779,48.9843,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,solo_cot,115,False,True,True,True,10557,0.00154691,45.8328,commonsense:valid_accommodation
gemma,solo_cot,116,False,True,True,True,10911,0.0023817,37.5623,commonsense:valid_accommodation
gemma,solo_cot,117,False,True,True,True,9409,0.0014782,48.1179,commonsense:valid_transportation
gemma,solo_cot,118,False,True,True,True,10080,0.0015841,86.6734,commonsense:valid_accommodation
gemma,solo_cot,119,False,True,True,True,9755,0.00153886,42.5785,commonsense:valid_transportation
gemma,solo_cot,120,False,True,True,True,4328,0.00068418,65.2878,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,121,False,True,True,True,5193,0.00073984,29.2985,hard:valid_cost
gemma,solo_cot,122,False,True,True,True,5399,0.00076787,31.7941,hard:valid_cost
gemma,solo_cot,123,False,True,True,True,5566,0.00085074,76.5629,hard:valid_cost
gemma,solo_cot,124,False,True,True,True,6409,0.00096928,64.3642,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,125,False,True,True,True,5009,0.00071767,26.722,commonsense:valid_restaurants;hard:valid_cost
gemma,solo_cot,126,True,True,True,True,5014,0.00072532,81.1941,
gemma,solo_cot,127,False,True,True,True,5831,0.00082778,34.6973,hard:valid_cost
gemma,solo_cot,128,False,True,True,True,5065,0.0011048,26.7741,hard:valid_cost
gemma,solo_cot,129,False,True,True,True,4755,0.0006824,31.0538,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,130,False,True,True,True,6137,0.00086181,42.9752,hard:valid_cost
gemma,solo_cot,131,False,True,True,True,5999,0.00091136,56.4279,hard:valid_cost
gemma,solo_cot,132,False,True,True,True,5898,0.00090216,106.4367,hard:valid_cost
gemma,solo_cot,133,False,True,True,True,5843,0.00088588,62.0937,hard:valid_cost
gemma,solo_cot,134,False,True,True,True,5795,0.0008724,62.539,hard:valid_cost
gemma,solo_cot,135,False,True,True,True,6099,0.00092432,171.1381,hard:valid_cost
